,Product Name,Price,Rating,About,Top Review
1148,Bosch F016800361 6m Extension Hose (Black),990.,4.4 out of 5 stars,About this item    Addition 6 meter in hose length    Resists twisting in use    Quick connect SDS fittings    Warranty: 6 months on product    Includes: Extension hose,"Ok
Read more"
1149,"Panasonic 1.5 Ton 3 Star Wi-Fi Inverter Smart Split AC (Copper Condenser, 7 in 1 Convertible with additional AI Mode, PM 0.1 Air Purification Filter, CS/CU-SU18YKYWT,2023 Model, White)","36,490.",4.2 out of 5 stars,"About this item    7 in 1 Convertible Modes with additional AI Mode (converti7): It smartly detects the room's temperature, forecast the cooling capacity and change the fan speed to provide optimal cooling through inbuilt sensors and artificial intelligence. Save energy with adjustment of cooling performance by selecting modes ranging from 40% to 90%, Full capacity and High capacity.    Capacity: 1.5 Ton - Suitable for small sized rooms (121-180 sq ft). Energy Star Rating: 3 Star | Annual Power Consumption: 1002.72 kWh | ISEER: 3.90. The star rating is as per new BEE guidelines.501 (Indoor) CFM Air Circulation & Ambient Temperature: 52 degree Celsius    Manufacturer Warranty: 1 Year Comprehensive on Product | 4 years on PCB |9 years on Compressor.    Smart AC: Control your AC with your phone now. Seamlessly adjust temperature, monitor status and change modes right from the AI enabled Miraie App on phone. Seamless hands-free operation and Voice Control with Alexa and Hey Google. Experience convenience by setting hourly temperature and customised sleep profiles.    Copper Condenser Coil: Better cooling and requires low maintenance. Healthy Cooling: Equipped with the PM 0.1 Filter to provide dust free, clean air by removing the PM 0.1 particles in the air.    Wi-Fi Split AC with Twin Cool Inverter compressor: Variable Speed Inverter Compressor which adjusts power depending on heat load. Refrigerant gas: R32 - Environmental friendly.    100% Copper Tubing: Helps in better heat exchange and enhances cooling. It also enhances durability of the product via Anti Corrosion Shield Blu Technology. Equipped with Powerful and Dry Mode for different cooling needs and automatic humidity control. Lowest Noise Operation and Low gas detection.    
   Special Features: Hidden Display, Smart AC- Wi-fi enabled, MirAie Mobile App enabled, work with Alexa and Hey Google, PM 0.1 Filter for air purification, Voice Control with Alexa and Hey Google, 7 in1 Convertible with additional AI Mode Item Dimensions & Weight: Indoor Unit dimension IDU (W x H x D cms) (87x29x20.4 indoor unit); Outdoor Unit dimension ODU (W x H x D cms) ( 78.1x555.7x24.1 outdoor unit) & & IDU Weight 9 Kg and ODU Weight 26 Kg Included in the box: â€Ž1 Indoor Unit, 1 Outdoor Unit, Remote Controller, Remote Controller Holder, 2 AAA Battery, Screw for Remote Controller Holder, User Manual, Copper Tube (Length: 3.0m) wrapped with Poly-E-Foam, Power Supply Cord (Indoor to Outdoor Connection) }   Show More","Experience of buying this in Gurgaon.I am writing this review to help the people, who have done a lot of research and either the other portals do not have feedback or if you are reading reviews on Amazon, every available Split AC is bad or pathetic.My feedback might help people in Gurgaon or Delhi more as I am not sure if the vendor or service partner is the same or different.I did my research about split ACs and found out most of the companies have bad reviews and when I thought that buying a split AC might not be a good idea, I realise that the chances of filling review by someone who had a bad experience are definitely more than the one for whom it's working fine. Hence, I am writing this one as an appreciation for Pansonic.Order process - I shortlisted this AC with a few other brands but in the end, looking at the Alexa compatibility and price, I purchased this specific model. I ordered the AC and it got delivered in a reasonable time of 48 hours.Challenge with delivery -  The first unit we received was slightly damaged and when the tech visited and suggested getting it replaced I requested the same (Amazon was a pain, story below), and the new unit came within another 48 hours.Installation - I read about a lot of issues related to installation with other companies but with Panasonic, I got the job ticket details on my WhatsApp within 15 minutes of delivery and the tech called me in another 20-30 minutes. I shared the timing details with the tech and they visited on time.Installation guy - Techs who visited my home were quite polite and took care of everything on their own, even including using the broom to clean the place. So, that was a great part.Installation fees - Disappointing thing on Panasonic's side, is that you have to pay for a lot of additional things, at the time of installation and while they are installing something that costs 35K, you can't deny small things like extra wire charges, drainage pipe cost, and extreme was the wire plug.Installation - 1200/-Drainage pipe - 200/-Wire - 390/-plug - 130/-Stabilizer - 1800/-Ac experience - Loving it as the cooling is pretty good & noise levels are really low.List of issues that are common with other brands -Delivery delay - Not an issueInstallation people not reaching out - Not an issueExtra copper pipe missing - Not an issueExtra Installation Cost - An issueRude Installation people - Not an IssueUnprofessional installation - Not an IssueAc noise level - Not an issueHope this feedback helps you with the buying decision and I hope my AC keeps on working fine, if not I will update this thread. :)
Read more"
1150,RABBIO Heavy Duty Professional Foam Canon Snow Lance 1 Liter Bottle with 1/4 Quick Connector for Pressure Washer,"1,099.",4.0 out of 5 stars,"About this item    The Snow Foam Cannon uses a pressure washer and car soap to produce thick clinging foam    Thicker foam allows your car's paint to get a deep and delicate cleaning for a beautiful shine.    The connectors are made out of high quality brass to withstand high pressure    Outputs amazing foam with both electric and gas powered pressure washers. Built with real copper and brass fitting, not cheap recycled metal like cheaper alternatives    Package Contain: Foam Cannon and Quick connector","OK .Good. It Serve the Purpose
Read more"
1151,"Cafe JEI French Press Coffee And Tea Maker 600ml With 4 Level Filtration System, Heat Resistant Borosilicate Glass, (Silver, 600ml)","1,499.",4.4 out of 5 stars,"About this item    4 LEVEL FILTRATION SYSTEM - We use double stainless steel screen filters on a plunger supported by a spring loaded base plate to seal the edges, followed by a final top lid strainer to give you a pure brew with no grounds unlike other cheap presses. Perfect to make fresh French coffee, tea, espresso, cold brew or even latte. Use the French press coffee machine to froth milk, the double screen filters make perfect milk froth for your latte.<br>    ONLY THE FINEST QUALITY MATERIALS - Every single metal piece is high grade stainless steel giving the french press a resilient shine protecting it from rust. The large carafe is made of thick borosilicate glass that can withstand boiling water! The handle is sturdy and is made of high-grade heat resistant material making it easy to hold. All individual materials surpass food/drink grade quality. BPA free plastic lid strainer.<br>    INCLUDED - 2 Bonus Stainless Steel Screen filters, 0.20 oz coffee measuring spoon, and cleaning tool in the package.; PERFECT GIFT FOR COFFEE AND TEA LOVERS - Our french press coffee plunger makes a perfect gift for coffee and tea lovers. Give those coffee and tea lovers a gift that they will remember forever.<br>    MAXIMUM FLAVOUR: Pressed Coffee extracts the perfect amount of essentials oils and acids from the Coffee bean for maximum flavor; the preferred method for brewing for Coffee enthusiasts everywhere<br>    Included Components: French Press, 2 Filters, 1 Measuring Spoon, And 1 Cleaning Tool","It’s very meh but what can you expect for 1400 bucks.Don’t buy it at full price as it’s not worth it. But if you get a discount go for it.Does the job without looking or feeling premium. Wish o had waited a while and gone for the ikea French press instead!
Read more"
1152,irkaja 3 Meter Front Load Fully Automatic Washing Machine Waste Water Outlet/Drain Hose Pipe Tube (3 Meter)(Grey),269.,4.2 out of 5 stars,"About this item    Front load washing machine outlet drain pipe    Length: 3m    Can be used as an extension pipe    Material: Plastic, Rubber    Color: Grey","The drain hose on my seven year old IFB front loading washing machine developed cracks over time.I noticed that a small puddle would form below the washing machine everytime during the spin cycle. I didn't want to wait for the issue to get worse and decided to purchase a replacement hose through AmazonI replaced the drainage hose by myself and now there are no more leaks. 🙂Good quality hose. Thank you!
Read more"
1153,WaterScience Replacement Cartridge for Cleo Shower & Tap Filter | Municipal/Metro Cartridge for Hard Water& Chlorine| SFC-UW-100 -SC,845.,4.0 out of 5 stars,"About this item    FITS ALL CLEO PRODUCTS: Compatible with CLEO SFU-717 Shower & Tap Filter, CLEO SFU-1020 Shower & Tap Filter, CLEO SFM-419 Multiflow Shower Filter, CLEO SFA-520 Aromatherapy Shower Filter, CLEO SFR-519 Shower Filter, Kiddo Duo Hand Shower & CLEO SFW-815 Shower Filter. Recommended for municipal/metro water with TDS levels upto 800 PPM and total hardness upto 350 PPM","Good one
Read more"
1154,"Samsung 1 Ton 3 Star Wi-fi Enabled, Wind-Free Technology Inverter Split AC (Copper, Convertible 5-in-1 Cooling Mode, Anti-bacterial Filter, 2023 Model AR12CYLANWK White)","45,499.",4.0 out of 5 stars,"About this item    Wifi Enabled Split AC with inverter compressor: Variable speed compressor which adjusts power depending on heat load. Powered with 23000 microholes, you can enjoy powerful and gentle cooling. With Convertible 5in1 modes, you can change according to your mood and requirement. Enabled with WiFi, you can also control the AC with voice and also from the comfort of your mobile device, anywhere and everywhere    Capacity (1Ton): Suitable for small sized rooms (< = 110 sq ft)    Energy Rating: 3 Star BEE Rating with Power Saving Mode | ISEER rating of 4.09 W/W (better than industry benchmarks | Electricity Consumption : 624.48 Units Per Year    Warranty: 1 Year Standard Warranty on Product, 1 Year Warranty on PCB, 10 Years Warranty on Digital Inverter Compressor    Copper Condenser Coil: Better cooling and requires low maintenance    Key Features: Convertible 5in1, 4 way swing, 3 Step Auto Clean, Easy to Clean Filter, Copper Anti-Bacterial Filter, Coated Copper tubes    Special Features: Windfree Cooling, Welcome Cooling, Windfree Good Sleep, Durafin Ultra, Triple Protection Plus, Digital Inverter Technology    
   Refrigerant Gas: R32 - Environmental Friendly - No Ozone Depletion Potential. The air conditioner uses the next generation R32 refrigerant, which helps conserve the ozone layer and has a low impact on global warming Indoor Unit Dimensions (mm) WxHxD): 820 X 299 X 215 mm | Outdoor Unit Dimensions (mm) WxHxD): 720 X 548 X 265 mm | Indoor Weight 9 | Outdoor Weight 24.3 Included In The Box: 1 Indoor Unit, 1 Outdoor Unit, Copper Pipe (3 meter standard) 1 unit , 1 Remote, 1 Manuals , 2 Batteries }   Show More","Everything is good but please look after the services you provide. Technician behaviour was not good. They charges 10k for installation. It's quite high.
Read more"
1155,Spartan Silica Gel - 5 g (White) - Pack of 80,230.,4.0 out of 5 stars,"About this item    Provide maximum absorption of humidity and can prevent mold, mildew, rust, fungus, and corrosion    Packaged desiccants are low-cost, efficient desiccants that protect the contents of a properly sealed package or container during storage or shipping    Non-toxic, has no color, structural change even when been saturated and is safe to be used with foods and medicines.    Packet material is made up of high quality with coated paper","Packet covers are a bit flimsy
Read more"
1156,"Inalsa Vacuum Cleaner Wet & Dry 15L 1400W with Steel Tank-Micro WD15 with 3in1 Multifunction Wet/Dry/Blowing and Hepa Filtration|Powerful Suction, High Energy Efficiency & Low Sound, (Yellow/Silver)","4,399.",4.2 out of 5 stars,"About this item    WET OR DRY/ BAGGED OR BAGLESS - No matter it is dust, hair, daily waste, the device can clean the dirt perfectly. You don't need to change filter during operation. Please take out the cloth dust filter and use sponge filter when sucking liquid.    POWERFUL BLOWER FUNCTION- The blower function is suitable for drying and cleaning of narrow and hard- to-reach indoor or outdoor areas. For effective blowing results, do not use any filter in vacuum cleaner. To hold a large amount of waste, this vacuum cleaner boasts a container capacity of 12 L.    STRONGER AND UPGRADED – Equipped with powerful motor that delivers strong suction power and ensures long time operation. The vacuum cleaner has an impact resistant polymer tank for longer usage life; SPOTLESS CLEANING EVERYTIME: Different nozzles for multiple uses – allows wet suction, dry suction, and blowing function. Wet/Dry brush for smooth surfaces, Floor cum carpet brush for carpet & floors. Sofa brush for small & soft surfaces & Crevice nozzle for hard-to-reach corners.    FLEXIBLE & CONVENIENT - With ergonomically carry handle, along with four 360° rotating wheels enable it to move flexibly to anywhere you need. Its compact and lightweight is easy to store without occupying much space.    Material Type: Stainless Steel","Bought this vac primarily for wet cleaning. Just got it a few days back, therefore have not been able to use it extensively. It does have a good suction power. Wonder why they have provided a very low density reticulated foam filter. Perhaps to prevent large objects which can possibly get sucked in with the liquids from damaging the float ball behind. And there could have been a strain relief at the point where the wire enters the vac. I am sure the wire inside must have been clamped down, but still a strain relief would help. All in all a good vac at INR 3.7K. And of course, the people at Inalsa are wonderful. They seem to care for their customers.
Read more"
1157,Al Hind MINI SEWING MACHINE MOTOR (FULL COPPER WINDING) WITH SPEED CONTROLLER Red And Black Color,949.,3.8 out of 5 stars,"About this item    FULL COPPER MOTOR WITH FOOT CONTROLLER 1/16 H.P    6500 R.P.M , 50 WATTS AND 220/230 VOLTS    LONG WIRE OF FOOT CONTROLLER 110 (INCHES)    WITH TWO CARBON AND ONE BELT AND All FITTING PARTS    HEAVY BODY FULL COPPER WINDING ELECTRIC MOTOR FOR SEWING MACHINE    EASY TO USE WITH SPPED CONTROLLER    6 MONTHS WARRANTY","Plug wire could have been a bit more longer.
Read more"
1158,"Gleckn Laundry Hamper-Laundry Basket,Tall Cotton Storage Basket with Handles,Decorative Blanket Basket for Living Room,Basket for Toys,Pillows,Clothes- ( Design3 , )",899.,3.8 out of 5 stars,"About this item    100% Soft Cotton Woven Thread Rope Basket    ?Natural Handmade Laundry Baskets? Kattyhome High Quality Laundry Hamper Is Made Of 100% Cotton, Natural And Healthy.In Addition,This Cotton Rope Basket Is No Sharp Edges And A Hard Surface, Safe For Kids, Elders, Pets In Nursery ,Baby Room ,Play Room,Bedroom,Living Room.    ?Oversized Size Blanket Basket?The Overall Size Of The Storage Basket Is 16X13X22 Inches.This Large Basket Can Easily Accommodate The Family'S One-Week Change Of Clothes And Keep Room Clean&Tidy.This Elegant Woven Storage Basket Bring Great Convenience In Life To Store Bulky Items Like Blankets,Toys,Comforters,Duvets,Throw Pillows,Cushions,Stuffed Animals,Winter Clothing Etc.    ?Double Reinforced Handles?We Use The Highest Grade Cotton Rope As Raw Material And All The Stitches Are Distribution And Fine,Which Makes The Baskets Better Wear Resistance And Durability To Be Used For Many Years.In Addition,Each Large Basket Features Thick,Double Stitching Around The Handles To Prevent Ripping And Keep Its Shape,Never Fall Off.    ?Portable Collapsible & Large Soft Hamper?Our Storage Basket Are Soft To Touch, Yet Sturdy Enough To Keep Shape And Stand Up On Its Own. Even When Subjected To The Roughest Toddler Play,","The media could not be loaded.
                



 It's a good looking product which is sturdy as well. Only downside is it's heavy weight, else I really like the product
Read more"
1159,"JKB Pharmacy Empty Transparent Plastic Fine Mist Spray Bottle For Sanitizer, Rosewater and Other DIY -200ml (Set of 3)",128.,4.3 out of 5 stars,"About this item    Set of 3, 200 ml Cosmetic spray bottles with safety cap and screw-on spray mist cap. High quality spray pump delivers ultra-fine mist.    The Cap Prevents spray Pump from Spraying Liquids Accidently.    A multipurpose atomizer spray bottle which can be used for attars (perfumes), rose water (gulab jal), Toners and other body/room fragrances Ideal for home use and travel purposes. Lightweight and easy to carry in purses, handbags and luggage bags.    Made From BPA-Free, Food-Safe Plastic which keeps it odorless. Easy to clean, refill and reuse as many times as you like.","Nice Product
Read more"
1160,"Whirlpool 8.5 kg 5 Star Semi-Automatic Top Loading Washing Machine (ACE 8.5 TRB DRY GREY DAZZLE (10YR)-N, Grey Dazzle, 2x Drying Power)","12,990.",4.3 out of 5 stars,"About this item    Semi-Automatic Top Loading Washing Machine - TURBODRY Technology    Capacity: 8.5 kg Suitable for large families    Energy Rating: 5 Star - Best in class efficiency, Annual energy consumption of ‎420 Watts    Warranty: 2 years comprehensive & 10 years on wash motor    Motor: 1400 RPM Higher spin speed helps in faster drying    Wash Programs: 3 Wash Programs | The delicate cycle (is perfect for washing delicate fabrics such as silk, lace, and wool) | The heavy cycle (is ideal for cleaning heavily soiled items such as bedding and towels) | The normal cycle (is a versatile option for everyday washing of various fabrics)    Key Performance Features : Superior Drying | 10 Min Dry Time | 3D Turbo Impeller | In-Built Collar Scrubber | Auto Restart | Soak Technology |    
   Additional Features : Lint Filter | 3 Wash Program | Easy Mobility | End Of Cycle Buzzer | Rust Proof Body | Large Wheels | Soak Technology: Soaking laundry in concentrated detergent solution makes it easier to remove the stains and dirt Soaking laundry in concentrated detergent solution helps loosen dirt Body Material : Plastic   Show More","Best quality product every are awesome
Read more"
1161,"PACKCESS 200ml Trigger Spray Bottle For Hairstyling, Ironing, Plant Misting, Gadget & Car Cleaning, Dispensing Sanitizer Empty Spray Bottle For Salon & Home Pack Of (2)",199.,3.5 out of 5 stars,"About this item    Easily dispense a controlled amount of liquid with this 200 mL assembled PET bottle with trigger sprayer.    The bottles can be used for multiple purposes like hairstyling, hydrating your skin, misting house plants and house cleaning, DIY, beauty products like Hydrosols, Floral waters, dispensing hand sanitizers, spraying water at barber shops or in home or kitchen.    Trigger spray bottles delivers super-fine water mist. No overwetting! The nozzle distributes water evenly allowing larger area to be covered quickly.    The spray bottles comes with leak-proof loop which prevents leakage and spilling of any kind of liquid.    The spray Bottle can be easily refilled and reused. Bottles and the sprayer nozzle are sturdy, strong and do not dent easily.","Cheap plastic
Read more"
1162,"Bosch 360 Degree High Pressure Washer Gun (135 Bar) - Easy Aquatak 100, 10 & 120, Universal Aquatak 125 & 130 e Gun with 450 ml Detergent Nozzle for AQT & AQUATAK High-Pressure Washers","2,099.",3.8 out of 5 stars,"About this item    Easily clean hard-to-reach dirt: 360° joint provides full rotation of the nozzle    Attachable high-pressure detergent nozzle for deeper cleaning of vehicles    Variable Fan Jet Nozzle provides both forceful wash and gentle rinsing options    Features push-fit connections for a simple and fast set-up    Compatible with EasyAquatak, UniversalAquatak, AQT 33-10, AQT 33-11, AQT 35-12, AQT 37-13, AQT 40-13, AQT 42-13","I am quite satisfied with the product. The gun itself is well-constructed and durable, and the 360-degree swivel feature is incredibly convenient for reaching those hard-to-get spots.The included detergent nozzle is also a nice touch, and it has made cleaning my driveway and patio much easier and more efficient. I've used this gun on several occasions now, and it always delivers a powerful and consistent stream of water.However, I do have one complaint about my purchase. When my package arrived, the box was noticeably damaged and it was clear that the gun had been jostled around during transit. While the gun itself was undamaged, it was a bit frustrating to receive a damaged package.Overall, I would still recommend the Bosch 360 Degree High Pressure Washer Gun to anyone looking for a reliable and effective accessory for their AQT or Aquatak high-pressure washer. Bosch is a trusted brand, and this gun lives up to their reputation for quality and durability. I just hope that Amazon can improve their shipping methods to prevent damage during transit.
Read more"
1163,"TATA Swach Desire+ Gravity Water Purifier, Magenta, 27L (14L+13L)","3,499.",3.9 out of 5 stars,"About this item    First of its kind in the world - i.e. a gravity driven desktop ultra filtration    Lowest cost, Rupees 10 paise per litre    Up to 1.5 years of cartridge life","It works efficiently. The water connection at both ends - at the water source end and at the purifier end , both are leaky. So now I am manually pouring water to the top cabinet of the purifier.
Read more"
1164,Magic Filter Compatible for Samsung Washing Machine Filter,188.,3.6 out of 5 stars,"♣ Hair absorption into the net, and do not damage clothing. Absorb clothes in the hair crumbs, thread, debris to the net when wash in machine    ♣ Magic Filter For samsung Washing Machine    ♣ Easy to remove debris, simple and practical. Feel comfortable, clean and sanitary.    ♣ Long Lasting and Easy To Install    Material:Plastic","All are same
Read more"
1165,Atomberg MG 1 All-in-One Mixer Grinder for Kitchen with 4 Jars | Chopper Jar Inclusive | 4 Speed Control Powerful BLDC Motor with LED Indicators (Red Wine),"7,199.",4.1 out of 5 stars,"About this item    India's first Mixer Grinder with BLDC Motor Technology. Consumes less power (485W) and delivers better performance (RPM: 18000, similar to normal mixer grinder with 750W-1000W motor). Grinds the hardest of ingredients like turmeric, masalas, etc. with equal ease.","It's like normal one and some of the mixture are best only thing. Is it's running with bldc technology, nothing special,they could have improve the product quality and features,most of the products have quality but nothing special features.all jars not good of the lid ,we have to keep our hands until finish the job,else we have to clean the entire kitchen 😡.no proper fiting lids on all jars.I couldn't expect such brain less product release from this company brand.should have provid the locking mechanism for all jars and no silent while running 😡, better to go for other products.👍
Read more"
1166,Roller for Lg Pulsator Washing Machine Roller for Pulsator Compatible with LG Roller for Pulsator Belan Pack of (3),132.,4.2 out of 5 stars,About this item    FITS IN PULSATOR.    EASY TO INSTALL,"Good
Read more"
1167,"FACTCORE Combo of Exclusive Decorative Kitchen Combo Fridge Top Cover(21 X 39 Inches), Fridge Handle Covers (12 X 6 Inches)+ 4 Fridge Mats (11 X 17 Inches), 7 Piece Set(Blue Leaf Combo 42)",265.,3.9 out of 5 stars,"About this item    Content - 4 pieces of mat, Fridge Top Cover & 2 Handle Cover, Material :Polyester & PVC, Color- Blue    Product Dimension : Fridge Top Cover - 39 X 21 Inches, Fridge Handle Cover - 12 X 6 Inches, Fridge mat : 11 X 17 Inches    Made from : good quality Fabric material , pattern : beautiful modern design.    Care instruction : easy to clean.    Standard size product can be use with all major refrigerators.","Good product and good quality
Read more"
1168,"V-Guard VKM12 1.2 Litre Stainless Steel Multi-Purpose Cooker/Kettle with 3 Attachments : PP Bowl, PP Egg Tray, SS Stand. (Red)","1,199.",4.0 out of 5 stars,"About this item    MULTI-PUROSE : Designed to boil multiple items such as water, egg, pasta, noodles, potatoes and much more. Stir well for best results.","Finishing was so good overall best in this price segment
Read more"
1169,MILTON Smart Egg Boilers | Instant Egg Boiler | Boil up to 8 Eggs - 500 Watts,"1,299.",4.3 out of 5 stars,"About this item    Stainless Steel Body & Heating Plate - Designed with a stainless steel body and a flat heating plate, the Smart Egg Boiler is durable, won’t rust, and ensures faster boiling.    One Touch Operation - The easy and quick one-touch operation of this appliance helps you boil 8 eggs at a time in just a few minutes.    3 Boiling Modes - Its 3 boiling modes let you boil the eggs – soft, medium, or hard, according to the choice of every family member.    Automatic Shut Off - The auto power turn-off and over-temperature protection will automatically cut off the power supply once the eggs are done.    Specification - Power: 500 watts, Input Power Supply: Single phase 220 V AC, 50 Hz","Good worthy
Read more"
1170,"InddusHome® - 24Pc 4"" Size BPA Free Plastic Food Snack Bag Pouch Clip Sealer for Keeping Food Fresh for Home Kitchen Camping (Multi Color)",190.,4.4 out of 5 stars,"About this item    A set of 24 pcs (1 Size x 24Pc Each) Food Bag Clip. The sealing clip is great for keeping leftovers completely sealed, or for sealing food packs, cereal pack etc    Easy to use & reusable.    Seal Bag Clip is suitable for clipping different kinds of plastic bags, milk powder bags, food bags, paper bags and so on.    Material: Food Grade Plastic.    Contains:- 24 Food Bag Clips.","nice , does the work well
Read more"
1171,"Amazon Brand - Solimo 2000-Watt Room Heater (ISI Certified, White Colour, Ideal for Small to Medium r & 1000-Watt Dry Iron (White and Turquoise) Combo","1,099.",4.0 out of 5 stars,"About this item    Powerful 2400 RPM copper winded motor for quick heating and can be used vertically or horizontally (kindly refer to images)    Do not worry if you experience some burning smell when you run your room heater for the 1st time. This is due to the motor varnish getting heated for the 1st time. The problem should not recur in subsequent usage. If it does, please contact our Customer support    Caution - Always use the product with 16A socket. Using it on lower rating sockets may result in melting of socket or the plug. This is 2 KW heater. It will consume 2 units per hour when operated on high heat setting.    Air throw range of 10 feet which is ideal for small to medium sized room; Product can be placed both vertically and horizontally (kindly refer to images)    Non-stick coated sole plate distributes heat evenly    Safe for home usage with thermal fuse for overheating protection    Temperature control knob with multiple modes for different fabrics    360 degree swivel cord ensures fuss free handling","Purchased on 16th July, 2022. The product is received as mentioned.- Bit noisy and burnt smell comes upon using.- May not be suitable for large rooms - definitely its not room heater.- Thermostat is a plus.- My usage is limited to winter and for short time like 30-mins with break. Not confident, it will work if we run for entire night.- I always use 1KW mode. Not sure of its durability with 2KW.- Product survived 1 winter.Things to remember before purchase:- This is high electricity consuming equipment like heater/AC as its operates at 1KW/2KW mode.- Ensure you have minimum 15-20 Amps socket with dedicated wiring and tripper switch - usually used for AC/water heater.- Avoid using converter or multi-socket plug or connecting to 6/10amps socket (usually used for TV/charger). Will it run if I do so - yes. Will it run longer - No. Your wire /switches gets heats up, you can trigger a fire accident.Initially I was using in 1KW mode connected to 10 amps socket with multi-plug as the heater plug is bigger. Since, this heater always gives burnt smell, one night, the smell was much intense, then I observed smoke from my multi-socket plug. Did re-wiring connected to dedicated wiring to heavy duty switch/plug.
Read more"
1172,BAJAJ VACCO Radiant Electric Coil HOT Plate 1250 Watt PC W/REG - Black,"1,629.",3.8 out of 5 stars,"About this item    BAJAJ VACCO Electricals is a Over 70 Years Old National Brand Registered with Govt. of India, having Tradition of High Quality Products and Un-conditional After Sales Services.    Fitted with ISI Marked 'Theeta' Coil Heater.    Less Power Consumption, Durable and Long Lasting. Heavy Duty Steel Body. Powder Coated Rust Resistant Shock Proof, Insulated Robust Steel Body Complete with Connecting Lead and Plug Heat Control Three Step ‘Rotary Regulator’ Switch    Dimension (in CM) (LxBxH) 33x28x12 Weight (in KG) :- 2.200 KG One Year off Site Warranty - Life Long Service    Ideal For Homes, Kitchens, Restaurants for Personal and Commercial Use. Any Metal Vassal, Tawa Pot, Griddle or Frying Pan Can be Placed on this Multi Purpose Hot Plate Coil for Easy Heating & Cooking    Power Consumption 1250 Watt 230 V AC. Fitted with ISI Marked 'Theeta' Coil Heater","It's really amazing... thanks for... this
Read more"
1173,"Heart Home Rangoli Refrigerator Door Handle Covers- Keeps Kitchen Appliance Clean from Smudges, Fingertips, Drips, Food Stains, Perfect for Dishwashers, White, Standard, Set of 2 (HS_37_HEARTH020146)",129.,3.1 out of 5 stars,"About this item    Package Contents: FridgeHandle Cover Set of 2- White    Material: PVC,Color: White, Size Name: Standard    KEEP YOU HaNDLES NICE &CLEAN: It is designed to keep kitchen appliances Handle off from stain, dirty kid Hands, water and fingerprints, and do elegant decoration too.    FLOCKING MATERIAL &MACHINE WASHaBLE : It made by linen.Very comfortable and easy for cleaning. Please hold the velcro together when machine washing, and not stick to other clothes.    PERFECT DESIGN JUST FOR YOU: For best results, please measure the perimeter of your Handle with a soft ruler. For customization design,Please email us your size.We will give you design link for ordering.","Looks good but wel crow should have been bit ajustable  type wider to fit the handle.
Read more"
1174,"PHILIPS Mixer Grinder 3-in-1 750 Watt (Mixer Grinder + Juicer + Food Processor) 4 Jar and Motor with 5 yr Warranty, Exchange offer available","9,101.",4.1 out of 5 stars,About this item    5 Years Warranty on Motor and 2 Years Warranty on Product,"👍
Read more"
1175,KENT Gold Plus Gravity Water Purifier (11015) | UF Technology Based | Non-Electric & Chemical Free | Counter Top | 20L Storage | White,"2,899.",3.7 out of 5 stars,"About this item    Color: White and Blue ; Max. Duty Cycle 120 litres/day. Installation : Table-Top;Purification by hollow fiber ultra filtration membrane    Use of nano-silver carbon for better disinfection of water;Long life membrane expected to last upto 4000 Litre    Transparent tank made of unbreakable ABS food-grade plastic;High base stand enables easy positioning of glass to draw water; Ideal for entry level water purifier;WQA, USA gold seal certified    Warranty: 1 year on productIncludes: Water purifier, User manual, Warranty card and Service center details ; The image of the product is a digital image and there may be minor design variation depending upon various devices and screens    Purification Method: Activated Carbon; Warranty Description: 1 Year Manufacturer Warranty; Included Components: Outer Tank-01, Inner Tank-01, Bottom Stand- 01, Top Cover-01, Top Lid-01, Carbon Assembly With Inle","Kent's non-electric purifier is satisfactory so far. But one has to keep in mind that eventhough the capacity of the bottom storage tank is advertised as 10 liters, it actually stores only 5 liters of water. The reason is simple. The design of the Kent non-electric water purifier is faulty. The filter cartridge is kept hanging in the lower storage tank. So the filtered water drops from the upper tank to the lower tank due to gravity. Now when the lower part of the hanging cartridge is submerged in the water, the force of the dropping water is not enough to overcome the half-filled tank. So water stops dropping from the upertank into the lower tank. As a result, lower tank always remains half-filled only. Hence, one will get only 5 liters of water for use at any given time, eveif the upper tank is fully filled up.The second point to keep in mind is the taste of water. It tastes tasteless. May be because of the use of activated carbon.
Read more"
